audit_id,event_type,performed_by,customer_id,event_timestamp,event_status,remarks
AUDIT_8022,compliance_rejection,relationship_manager,CUST_1279,2026-02-04 11:03:58,Pending,No further action required
AUDIT_8023,transaction_reviewed,compliance_officer,CUST_1065,2025-12-31 17:53:58,Failed,Manual review completed
AUDIT_8024,kyc_updated,relationship_manager,CUST_1475,2026-04-02 17:59:58,Success,Escalated for compliance validation
AUDIT_8025,compliance_rejection,incident_agent,CUST_1182,2026-01-03 23:03:58,Failed,Manual review completed
AUDIT_8026,transaction_reviewed,incident_agent,CUST_1265,2026-03-03 11:18:58,Success,Risk threshold exceeded
AUDIT_8027,kyc_updated,relationship_manager,CUST_1414,2026-02-06 19:38:58,Pending,Manual review completed
AUDIT_8028,compliance_approval,system_admin,CUST_1478,2025-12-28 14:10:58,Pending,Escalated for compliance validation
AUDIT_8029,manual_override,risk_engine,CUST_1288,2026-05-22 09:37:58,Failed,Escalated for compliance validation
AUDIT_8030,risk_score_generated,system_admin,CUST_1094,2026-05-10 02:23:58,Failed,Risk threshold exceeded
AUDIT_8031,login_failed,incident_agent,CUST_1008,2026-01-20 15:13:58,Pending,Risk threshold exceeded
AUDIT_8032,case_escalated,system_admin,CUST_1419,2026-03-19 21:29:58,Success,Manual review completed
AUDIT_8033,transaction_reviewed,compliance_officer,CUST_1371,2026-03-20 16:38:58,Failed,Manual review completed
AUDIT_8034,case_escalated,compliance_officer,CUST_1444,2026-04-26 09:58:58,Failed,Escalated for compliance validation
AUDIT_8035,transaction_frozen,relationship_manager,CUST_1284,2026-02-08 07:04:58,Pending,Risk threshold exceeded
AUDIT_8036,compliance_approval,compliance_officer,CUST_1376,2026-01-04 23:27:58,Pending,Risk threshold exceeded
AUDIT_8037,transaction_frozen,compliance_officer,CUST_1074,2025-12-22 01:43:58,Pending,Automated system action
AUDIT_8038,case_escalated,risk_engine,CUST_1002,2026-01-03 04:17:58,Failed,Escalated for compliance validation
AUDIT_8039,login_failed,risk_engine,CUST_1023,2026-02-04 16:28:58,Success,Escalated for compliance validation
AUDIT_8040,login_failed,compliance_officer,CUST_1203,2026-04-29 04:52:58,Pending,Automated system action
AUDIT_8041,case_escalated,risk_engine,CUST_1100,2026-03-18 14:34:58,Pending,Risk threshold exceeded
AUDIT_8042,case_escalated,incident_agent,CUST_1042,2026-01-12 06:16:58,Failed,Risk threshold exceeded
AUDIT_8043,login_failed,system_admin,CUST_1126,2025-12-13 06:29:58,Success,No further action required
AUDIT_8044,compliance_approval,relationship_manager,CUST_1482,2026-04-02 06:06:58,Success,No further action required
AUDIT_8045,kyc_updated,incident_agent,CUST_1306,2026-04-12 23:36:58,Success,No further action required
AUDIT_8046,transaction_reviewed,compliance_officer,CUST_1297,2026-01-23 13:31:58,Success,Escalated for compliance validation
AUDIT_8047,manual_override,relationship_manager,CUST_1451,2026-04-23 17:18:58,Pending,No further action required
AUDIT_8048,kyc_updated,compliance_officer,CUST_1134,2026-02-04 12:23:58,Success,Manual review completed
AUDIT_8049,compliance_rejection,risk_engine,CUST_1408,2026-03-10 00:57:58,Success,Escalated for compliance validation
AUDIT_8050,compliance_rejection,relationship_manager,CUST_1472,2026-04-08 17:05:58,Success,Risk threshold exceeded
AUDIT_8051,compliance_approval,compliance_officer,CUST_1404,2026-01-13 15:30:58,Pending,Risk threshold exceeded
AUDIT_8052,compliance_rejection,system_admin,CUST_1350,2026-05-04 23:00:58,Failed,Escalated for compliance validation
AUDIT_8053,login_success,compliance_officer,CUST_1428,2025-12-16 09:51:58,Success,Automated system action
AUDIT_8054,kyc_updated,risk_engine,CUST_1038,2026-02-05 07:52:58,Success,Manual review completed
AUDIT_8055,login_failed,risk_engine,CUST_1126,2026-02-22 18:13:58,Failed,Escalated for compliance validation
AUDIT_8056,compliance_rejection,risk_engine,CUST_1282,2025-11-29 20:11:58,Failed,Risk threshold exceeded
AUDIT_8057,kyc_updated,risk_engine,CUST_1155,2026-02-16 02:03:58,Failed,Risk threshold exceeded
AUDIT_8058,kyc_updated,system_admin,CUST_1301,2026-03-18 18:22:58,Success,Manual review completed
AUDIT_8059,compliance_approval,risk_engine,CUST_1472,2026-04-24 11:57:58,Failed,No further action required
AUDIT_8060,login_success,relationship_manager,CUST_1150,2026-05-13 20:21:58,Failed,No further action required
AUDIT_8061,risk_score_generated,relationship_manager,CUST_1019,2026-05-12 14:58:58,Success,Escalated for compliance validation
AUDIT_8062,compliance_approval,compliance_officer,CUST_1427,2026-02-26 14:39:58,Success,Risk threshold exceeded
AUDIT_8063,case_escalated,relationship_manager,CUST_1087,2026-03-30 10:38:58,Success,Risk threshold exceeded
AUDIT_8064,login_success,risk_engine,CUST_1033,2026-03-25 10:26:58,Pending,Risk threshold exceeded
AUDIT_8065,login_failed,relationship_manager,CUST_1369,2025-12-17 11:47:58,Pending,Automated system action
AUDIT_8066,transaction_reviewed,system_admin,CUST_1034,2026-03-14 01:47:58,Success,Risk threshold exceeded
AUDIT_8067,risk_score_generated,relationship_manager,CUST_1427,2026-03-31 01:55:58,Failed,Automated system action
AUDIT_8068,transaction_reviewed,relationship_manager,CUST_1305,2026-05-27 09:48:58,Failed,Escalated for compliance validation
AUDIT_8069,manual_override,risk_engine,CUST_1002,2026-03-06 22:59:58,Success,Escalated for compliance validation
AUDIT_8070,risk_score_generated,risk_engine,CUST_1087,2026-01-29 12:14:58,Success,Risk threshold exceeded
AUDIT_8071,risk_score_generated,incident_agent,CUST_1315,2026-02-13 08:40:58,Success,Automated system action
AUDIT_8072,login_failed,incident_agent,CUST_1376,2026-01-06 09:15:58,Success,Escalated for compliance validation
AUDIT_8073,case_escalated,relationship_manager,CUST_1118,2026-03-14 11:18:58,Success,Risk threshold exceeded
AUDIT_8074,login_success,compliance_officer,CUST_1489,2026-02-22 21:07:58,Failed,Automated system action
AUDIT_8075,compliance_approval,incident_agent,CUST_1068,2025-12-06 09:25:58,Success,Automated system action
AUDIT_8076,transaction_reviewed,risk_engine,CUST_1495,2026-02-01 05:55:58,Failed,Escalated for compliance validation
AUDIT_8077,compliance_approval,incident_agent,CUST_1224,2025-11-30 07:35:58,Pending,Manual review completed
AUDIT_8078,compliance_approval,risk_engine,CUST_1485,2026-01-28 06:28:58,Success,Escalated for compliance validation
AUDIT_8079,compliance_rejection,relationship_manager,CUST_1118,2026-02-16 01:24:58,Pending,No further action required
AUDIT_8080,login_success,compliance_officer,CUST_1205,2026-04-11 18:38:58,Pending,No further action required
AUDIT_8081,kyc_updated,risk_engine,CUST_1141,2025-12-09 14:08:58,Failed,Risk threshold exceeded
AUDIT_8082,login_failed,relationship_manager,CUST_1278,2026-01-10 12:49:58,Success,Escalated for compliance validation
AUDIT_8083,login_failed,risk_engine,CUST_1381,2026-03-30 08:23:58,Success,Manual review completed
AUDIT_8084,login_failed,relationship_manager,CUST_1408,2026-03-18 10:34:58,Failed,No further action required
AUDIT_8085,risk_score_generated,risk_engine,CUST_1160,2025-12-22 13:40:58,Success,Risk threshold exceeded
AUDIT_8086,case_escalated,incident_agent,CUST_1401,2026-04-22 01:15:58,Failed,No further action required
AUDIT_8087,manual_override,relationship_manager,CUST_1013,2026-01-24 10:55:58,Success,Escalated for compliance validation
AUDIT_8088,compliance_rejection,system_admin,CUST_1236,2026-03-09 13:11:58,Success,No further action required
AUDIT_8089,risk_score_generated,risk_engine,CUST_1089,2026-04-12 01:00:58,Failed,No further action required
AUDIT_8090,manual_override,risk_engine,CUST_1215,2026-01-17 22:35:58,Success,Escalated for compliance validation
AUDIT_8091,kyc_updated,incident_agent,CUST_1055,2025-12-14 03:45:58,Failed,Manual review completed
AUDIT_8092,risk_score_generated,relationship_manager,CUST_1498,2026-02-02 13:26:58,Pending,Escalated for compliance validation
AUDIT_8093,transaction_frozen,relationship_manager,CUST_1018,2025-12-27 06:16:58,Pending,Escalated for compliance validation
AUDIT_8094,compliance_approval,system_admin,CUST_1279,2026-02-21 17:51:58,Success,Manual review completed
AUDIT_8095,case_escalated,incident_agent,CUST_1073,2026-02-12 23:55:58,Pending,Escalated for compliance validation
AUDIT_8096,login_success,relationship_manager,CUST_1491,2026-03-02 10:50:58,Pending,Manual review completed
AUDIT_8097,transaction_reviewed,incident_agent,CUST_1222,2026-04-22 02:17:58,Pending,Escalated for compliance validation
AUDIT_8098,risk_score_generated,risk_engine,CUST_1385,2026-02-21 14:26:58,Success,Risk threshold exceeded
AUDIT_8099,compliance_rejection,risk_engine,CUST_1207,2026-05-04 02:55:58,Pending,No further action required
AUDIT_8100,transaction_reviewed,incident_agent,CUST_1141,2026-02-04 15:07:58,Failed,Escalated for compliance validation
AUDIT_8101,kyc_updated,relationship_manager,CUST_1024,2025-12-25 06:26:58,Failed,Automated system action
AUDIT_8102,transaction_reviewed,risk_engine,CUST_1223,2026-04-02 13:55:58,Success,Automated system action
AUDIT_8103,kyc_updated,system_admin,CUST_1415,2026-01-06 04:50:58,Success,Automated system action
AUDIT_8104,login_failed,compliance_officer,CUST_1278,2026-01-27 01:35:58,Pending,Escalated for compliance validation
AUDIT_8105,compliance_rejection,risk_engine,CUST_1252,2026-04-19 17:35:58,Success,Manual review completed
AUDIT_8106,transaction_reviewed,risk_engine,CUST_1275,2026-02-26 05:14:58,Failed,Escalated for compliance validation
AUDIT_8107,compliance_approval,system_admin,CUST_1347,2026-01-08 12:32:58,Failed,No further action required
AUDIT_8108,compliance_rejection,risk_engine,CUST_1071,2026-01-19 16:05:58,Success,Automated system action
AUDIT_8109,kyc_updated,compliance_officer,CUST_1094,2026-04-02 07:49:58,Success,Manual review completed
AUDIT_8110,login_failed,compliance_officer,CUST_1300,2026-04-10 19:26:58,Failed,Automated system action
AUDIT_8111,transaction_reviewed,incident_agent,CUST_1232,2026-02-22 11:26:58,Pending,Escalated for compliance validation
AUDIT_8112,transaction_frozen,system_admin,CUST_1437,2026-04-17 20:40:58,Pending,Escalated for compliance validation
AUDIT_8113,risk_score_generated,compliance_officer,CUST_1363,2026-03-05 08:46:58,Failed,Escalated for compliance validation
AUDIT_8114,risk_score_generated,risk_engine,CUST_1160,2026-04-18 12:46:58,Pending,Risk threshold exceeded
AUDIT_8115,transaction_reviewed,system_admin,CUST_1139,2026-02-15 14:12:58,Pending,Automated system action
AUDIT_8116,login_success,risk_engine,CUST_1150,2026-03-23 05:08:58,Failed,Automated system action
AUDIT_8117,kyc_updated,compliance_officer,CUST_1346,2026-02-08 23:07:58,Pending,Automated system action
AUDIT_8118,transaction_reviewed,risk_engine,CUST_1081,2025-12-23 02:16:58,Success,Risk threshold exceeded
AUDIT_8119,risk_score_generated,compliance_officer,CUST_1005,2026-01-13 17:21:58,Failed,Automated system action
AUDIT_8120,transaction_reviewed,system_admin,CUST_1463,2026-01-18 00:38:58,Pending,Manual review completed
AUDIT_8121,login_success,incident_agent,CUST_1373,2026-01-24 14:23:58,Success,No further action required
AUDIT_8122,transaction_frozen,risk_engine,CUST_1477,2026-02-20 01:34:58,Pending,Manual review completed
AUDIT_8123,risk_score_generated,system_admin,CUST_1141,2025-12-17 00:14:58,Failed,Manual review completed
AUDIT_8124,case_escalated,incident_agent,CUST_1149,2026-01-22 14:42:58,Pending,Risk threshold exceeded
AUDIT_8125,risk_score_generated,incident_agent,CUST_1322,2026-01-01 12:02:58,Failed,Escalated for compliance validation
AUDIT_8126,transaction_frozen,system_admin,CUST_1080,2025-12-30 13:18:58,Failed,Escalated for compliance validation
AUDIT_8127,kyc_updated,system_admin,CUST_1411,2025-12-21 01:45:58,Failed,Manual review completed
AUDIT_8128,login_failed,risk_engine,CUST_1080,2025-12-28 18:33:58,Success,Manual review completed
AUDIT_8129,transaction_frozen,compliance_officer,CUST_1149,2026-03-24 19:25:58,Failed,Automated system action
AUDIT_8130,login_success,risk_engine,CUST_1229,2026-04-05 17:25:58,Failed,Risk threshold exceeded
AUDIT_8131,compliance_approval,compliance_officer,CUST_1222,2026-03-13 12:20:58,Failed,Escalated for compliance validation
AUDIT_8132,kyc_updated,compliance_officer,CUST_1261,2025-12-04 21:38:58,Success,No further action required
AUDIT_8133,transaction_reviewed,compliance_officer,CUST_1123,2026-01-22 16:04:58,Success,Escalated for compliance validation
AUDIT_8134,compliance_approval,relationship_manager,CUST_1449,2025-12-24 15:03:58,Failed,Risk threshold exceeded
AUDIT_8135,manual_override,system_admin,CUST_1132,2026-04-16 12:56:58,Success,Automated system action
AUDIT_8136,risk_score_generated,system_admin,CUST_1333,2026-01-26 16:32:58,Failed,Automated system action
AUDIT_8137,transaction_reviewed,compliance_officer,CUST_1181,2026-05-22 04:44:58,Success,No further action required
AUDIT_8138,login_failed,risk_engine,CUST_1362,2026-05-14 15:02:58,Pending,Manual review completed
AUDIT_8139,manual_override,incident_agent,CUST_1273,2026-03-11 17:55:58,Failed,Automated system action
AUDIT_8140,case_escalated,risk_engine,CUST_1433,2025-11-29 06:36:58,Pending,No further action required
AUDIT_8141,login_success,incident_agent,CUST_1216,2025-12-19 22:37:58,Failed,Escalated for compliance validation
AUDIT_8142,login_success,compliance_officer,CUST_1375,2025-12-27 05:22:58,Failed,Risk threshold exceeded
AUDIT_8143,compliance_approval,incident_agent,CUST_1086,2025-12-07 00:45:58,Pending,Automated system action
AUDIT_8144,login_success,risk_engine,CUST_1384,2026-03-19 20:58:58,Pending,No further action required
AUDIT_8145,transaction_reviewed,incident_agent,CUST_1405,2025-11-30 14:45:58,Failed,Automated system action
AUDIT_8146,login_success,relationship_manager,CUST_1158,2026-04-08 07:56:58,Failed,Escalated for compliance validation
AUDIT_8147,manual_override,system_admin,CUST_1018,2026-05-02 15:08:58,Failed,No further action required
AUDIT_8148,risk_score_generated,relationship_manager,CUST_1223,2026-05-01 13:50:58,Pending,No further action required
AUDIT_8149,case_escalated,system_admin,CUST_1390,2026-01-28 04:39:58,Failed,Manual review completed
AUDIT_8150,case_escalated,risk_engine,CUST_1162,2026-01-26 03:51:58,Failed,Risk threshold exceeded
AUDIT_8151,transaction_frozen,incident_agent,CUST_1469,2026-04-30 19:31:58,Pending,Manual review completed
AUDIT_8152,kyc_updated,compliance_officer,CUST_1210,2026-04-29 14:53:58,Failed,Manual review completed
AUDIT_8153,transaction_reviewed,system_admin,CUST_1068,2026-05-20 02:06:58,Failed,Escalated for compliance validation
AUDIT_8154,kyc_updated,risk_engine,CUST_1494,2026-03-02 20:20:58,Pending,No further action required
AUDIT_8155,compliance_approval,incident_agent,CUST_1211,2026-01-14 16:47:58,Failed,Escalated for compliance validation
AUDIT_8156,risk_score_generated,compliance_officer,CUST_1397,2026-03-08 22:46:58,Failed,No further action required
AUDIT_8157,case_escalated,risk_engine,CUST_1392,2025-12-02 08:42:58,Pending,Manual review completed
AUDIT_8158,compliance_approval,compliance_officer,CUST_1217,2026-01-28 00:45:58,Success,Risk threshold exceeded
AUDIT_8159,compliance_rejection,relationship_manager,CUST_1045,2026-02-24 15:49:58,Success,Risk threshold exceeded
AUDIT_8160,risk_score_generated,relationship_manager,CUST_1121,2026-03-27 21:45:58,Pending,Manual review completed
AUDIT_8161,manual_override,compliance_officer,CUST_1133,2025-12-28 07:24:58,Success,No further action required
AUDIT_8162,transaction_frozen,system_admin,CUST_1366,2026-05-04 21:30:58,Success,Escalated for compliance validation
AUDIT_8163,login_failed,relationship_manager,CUST_1105,2025-12-27 03:42:58,Failed,Manual review completed
AUDIT_8164,compliance_approval,risk_engine,CUST_1022,2026-04-09 16:45:58,Success,Automated system action
AUDIT_8165,transaction_frozen,risk_engine,CUST_1413,2026-03-02 09:49:58,Pending,Risk threshold exceeded
AUDIT_8166,transaction_frozen,compliance_officer,CUST_1095,2026-03-08 04:44:58,Success,Manual review completed
AUDIT_8167,compliance_approval,relationship_manager,CUST_1118,2026-01-26 07:23:58,Failed,Risk threshold exceeded
AUDIT_8168,manual_override,system_admin,CUST_1352,2026-01-09 02:30:58,Pending,Escalated for compliance validation
AUDIT_8169,compliance_approval,incident_agent,CUST_1129,2026-01-19 14:17:58,Failed,Escalated for compliance validation
AUDIT_8170,kyc_updated,risk_engine,CUST_1355,2026-02-11 16:46:58,Pending,No further action required
AUDIT_8171,compliance_approval,system_admin,CUST_1268,2025-12-19 03:34:58,Pending,No further action required
AUDIT_8172,login_failed,relationship_manager,CUST_1214,2026-02-05 21:26:58,Success,No further action required
AUDIT_8173,login_success,relationship_manager,CUST_1440,2026-03-08 14:26:58,Failed,No further action required
AUDIT_8174,login_failed,compliance_officer,CUST_1347,2026-01-04 16:09:58,Pending,No further action required
AUDIT_8175,login_success,compliance_officer,CUST_1251,2025-12-02 17:16:58,Success,Risk threshold exceeded
AUDIT_8176,compliance_approval,compliance_officer,CUST_1078,2026-05-04 18:27:58,Pending,Risk threshold exceeded
AUDIT_8177,transaction_reviewed,relationship_manager,CUST_1385,2025-12-18 10:20:58,Success,Automated system action
AUDIT_8178,compliance_rejection,compliance_officer,CUST_1314,2025-12-17 22:36:58,Success,Risk threshold exceeded
AUDIT_8179,case_escalated,relationship_manager,CUST_1355,2026-02-13 02:21:58,Pending,Escalated for compliance validation
AUDIT_8180,case_escalated,incident_agent,CUST_1394,2026-03-07 20:16:58,Success,Escalated for compliance validation
AUDIT_8181,kyc_updated,compliance_officer,CUST_1288,2025-12-09 00:08:58,Success,Risk threshold exceeded
AUDIT_8182,kyc_updated,system_admin,CUST_1026,2025-12-16 18:20:58,Pending,No further action required
AUDIT_8183,case_escalated,compliance_officer,CUST_1236,2026-03-03 02:28:58,Failed,Automated system action
AUDIT_8184,login_failed,compliance_officer,CUST_1051,2026-03-19 18:43:58,Pending,Automated system action
AUDIT_8185,case_escalated,incident_agent,CUST_1093,2026-02-11 21:34:58,Failed,Risk threshold exceeded
AUDIT_8186,compliance_approval,relationship_manager,CUST_1008,2026-04-05 01:42:58,Success,Escalated for compliance validation
AUDIT_8187,transaction_reviewed,system_admin,CUST_1334,2026-04-05 06:18:58,Failed,No further action required
AUDIT_8188,transaction_frozen,risk_engine,CUST_1250,2026-04-09 06:43:58,Success,Risk threshold exceeded
AUDIT_8189,risk_score_generated,risk_engine,CUST_1066,2026-02-24 01:19:58,Failed,Escalated for compliance validation
AUDIT_8190,case_escalated,incident_agent,CUST_1325,2026-02-24 03:11:58,Success,Manual review completed
AUDIT_8191,transaction_reviewed,incident_agent,CUST_1125,2026-02-12 20:44:58,Failed,Manual review completed
AUDIT_8192,risk_score_generated,system_admin,CUST_1118,2026-01-13 01:27:58,Pending,No further action required
AUDIT_8193,login_failed,relationship_manager,CUST_1183,2026-03-05 12:43:58,Pending,Manual review completed
AUDIT_8194,login_failed,compliance_officer,CUST_1067,2026-01-19 05:38:58,Failed,Manual review completed
AUDIT_8195,risk_score_generated,risk_engine,CUST_1039,2026-04-29 01:18:58,Success,Escalated for compliance validation
AUDIT_8196,transaction_reviewed,risk_engine,CUST_1246,2026-05-04 09:53:58,Pending,No further action required
AUDIT_8197,login_success,relationship_manager,CUST_1421,2026-01-06 08:25:58,Failed,No further action required
AUDIT_8198,case_escalated,risk_engine,CUST_1433,2026-02-12 03:32:58,Pending,Manual review completed
AUDIT_8199,compliance_rejection,risk_engine,CUST_1097,2026-03-23 03:56:58,Pending,Risk threshold exceeded
AUDIT_8200,login_success,risk_engine,CUST_1019,2026-04-02 02:37:58,Success,Manual review completed
AUDIT_8201,risk_score_generated,compliance_officer,CUST_1385,2026-03-23 07:51:58,Pending,Risk threshold exceeded
AUDIT_8202,transaction_frozen,system_admin,CUST_1056,2026-04-23 21:08:58,Pending,Automated system action
AUDIT_8203,case_escalated,compliance_officer,CUST_1381,2026-01-01 00:56:58,Failed,Escalated for compliance validation
AUDIT_8204,transaction_reviewed,incident_agent,CUST_1500,2026-03-31 17:06:58,Pending,Automated system action
AUDIT_8205,kyc_updated,relationship_manager,CUST_1470,2026-03-29 05:11:58,Failed,Automated system action
AUDIT_8206,transaction_frozen,compliance_officer,CUST_1443,2026-05-11 21:40:58,Success,Manual review completed
AUDIT_8207,manual_override,incident_agent,CUST_1139,2026-01-15 15:03:58,Success,Escalated for compliance validation
AUDIT_8208,compliance_approval,risk_engine,CUST_1089,2026-02-27 14:53:58,Success,No further action required
AUDIT_8209,case_escalated,incident_agent,CUST_1172,2025-12-23 01:15:58,Pending,Manual review completed
AUDIT_8210,compliance_rejection,risk_engine,CUST_1340,2026-03-14 09:18:58,Failed,No further action required
AUDIT_8211,case_escalated,relationship_manager,CUST_1040,2026-01-13 04:55:58,Pending,Manual review completed
AUDIT_8212,case_escalated,system_admin,CUST_1130,2026-02-03 18:04:58,Pending,Risk threshold exceeded
AUDIT_8213,case_escalated,relationship_manager,CUST_1500,2026-02-06 02:39:58,Success,Manual review completed
AUDIT_8214,login_success,incident_agent,CUST_1119,2026-02-18 12:25:58,Pending,No further action required
AUDIT_8215,transaction_frozen,system_admin,CUST_1222,2026-04-23 05:53:58,Failed,Manual review completed
AUDIT_8216,manual_override,system_admin,CUST_1262,2026-05-24 14:56:58,Success,Manual review completed
AUDIT_8217,transaction_frozen,compliance_officer,CUST_1310,2026-04-08 15:41:58,Failed,Automated system action
AUDIT_8218,risk_score_generated,system_admin,CUST_1129,2026-04-10 11:52:58,Failed,No further action required
AUDIT_8219,transaction_frozen,incident_agent,CUST_1456,2026-04-28 06:01:58,Success,Risk threshold exceeded
AUDIT_8220,risk_score_generated,compliance_officer,CUST_1308,2025-12-25 20:14:58,Pending,Automated system action
AUDIT_8221,compliance_rejection,relationship_manager,CUST_1270,2026-02-16 06:11:58,Success,No further action required
AUDIT_8222,login_success,system_admin,CUST_1131,2026-03-26 10:41:58,Failed,Escalated for compliance validation
AUDIT_8223,kyc_updated,compliance_officer,CUST_1373,2026-05-14 16:19:58,Pending,Automated system action
AUDIT_8224,transaction_reviewed,risk_engine,CUST_1282,2026-05-10 07:14:58,Success,Risk threshold exceeded
AUDIT_8225,case_escalated,system_admin,CUST_1179,2026-01-07 15:25:58,Failed,Automated system action
AUDIT_8226,kyc_updated,risk_engine,CUST_1272,2025-12-27 06:30:58,Pending,No further action required
AUDIT_8227,risk_score_generated,incident_agent,CUST_1174,2026-04-06 14:56:58,Failed,Automated system action
AUDIT_8228,kyc_updated,risk_engine,CUST_1320,2026-01-01 01:12:58,Pending,No further action required
AUDIT_8229,compliance_rejection,incident_agent,CUST_1294,2026-03-15 15:53:58,Success,No further action required
AUDIT_8230,compliance_approval,compliance_officer,CUST_1378,2025-12-02 21:38:58,Pending,Risk threshold exceeded
AUDIT_8231,login_success,system_admin,CUST_1276,2025-12-10 21:17:58,Pending,Risk threshold exceeded
AUDIT_8232,login_success,incident_agent,CUST_1233,2026-04-24 13:39:58,Pending,No further action required
AUDIT_8233,login_failed,system_admin,CUST_1377,2026-03-11 12:16:58,Success,Risk threshold exceeded
AUDIT_8234,kyc_updated,relationship_manager,CUST_1183,2026-03-02 19:12:58,Failed,Escalated for compliance validation
AUDIT_8235,kyc_updated,incident_agent,CUST_1308,2026-04-22 22:59:58,Success,Automated system action
AUDIT_8236,transaction_reviewed,system_admin,CUST_1457,2025-12-28 14:10:58,Pending,Automated system action
AUDIT_8237,login_success,risk_engine,CUST_1154,2026-05-02 07:47:58,Failed,Manual review completed
AUDIT_8238,login_success,risk_engine,CUST_1273,2026-02-03 09:45:58,Failed,No further action required
AUDIT_8239,risk_score_generated,system_admin,CUST_1494,2026-01-19 15:03:58,Pending,Manual review completed
AUDIT_8240,login_failed,system_admin,CUST_1108,2026-05-26 16:03:58,Success,Manual review completed
AUDIT_8241,login_success,relationship_manager,CUST_1256,2026-05-05 22:50:58,Pending,Risk threshold exceeded
AUDIT_8242,compliance_rejection,incident_agent,CUST_1334,2026-02-25 07:07:58,Failed,Automated system action
AUDIT_8243,kyc_updated,relationship_manager,CUST_1416,2026-01-31 16:59:58,Success,Automated system action
AUDIT_8244,login_failed,risk_engine,CUST_1022,2026-03-07 16:42:58,Pending,Automated system action
AUDIT_8245,kyc_updated,system_admin,CUST_1277,2026-04-16 15:41:58,Pending,Automated system action
AUDIT_8246,case_escalated,relationship_manager,CUST_1096,2026-04-15 18:35:58,Failed,Automated system action
AUDIT_8247,compliance_rejection,incident_agent,CUST_1358,2026-03-06 16:58:58,Success,Risk threshold exceeded
AUDIT_8248,kyc_updated,relationship_manager,CUST_1332,2026-01-05 04:42:58,Success,Risk threshold exceeded
AUDIT_8249,login_failed,relationship_manager,CUST_1279,2026-05-22 10:19:58,Pending,Manual review completed
AUDIT_8250,compliance_rejection,relationship_manager,CUST_1348,2026-02-27 16:16:58,Pending,Manual review completed
AUDIT_8251,risk_score_generated,incident_agent,CUST_1171,2026-02-14 00:56:58,Success,Risk threshold exceeded
AUDIT_8252,login_failed,relationship_manager,CUST_1144,2025-11-30 01:50:58,Failed,Automated system action
AUDIT_8253,compliance_approval,compliance_officer,CUST_1294,2026-03-13 10:52:58,Pending,Manual review completed
AUDIT_8254,login_failed,incident_agent,CUST_1345,2025-12-24 03:33:58,Failed,No further action required
AUDIT_8255,compliance_approval,incident_agent,CUST_1045,2026-02-23 07:45:58,Failed,Escalated for compliance validation
AUDIT_8256,case_escalated,compliance_officer,CUST_1421,2025-12-26 02:01:58,Pending,Manual review completed
AUDIT_8257,manual_override,incident_agent,CUST_1023,2025-12-15 14:06:58,Failed,No further action required
AUDIT_8258,compliance_approval,relationship_manager,CUST_1338,2026-03-01 02:53:58,Failed,Automated system action
AUDIT_8259,transaction_reviewed,compliance_officer,CUST_1124,2026-02-28 03:20:58,Failed,No further action required
